,smiles,lgHL
606,Clc1cc(ccc1Cl)c1cccc(c1Cl)Cl,2.07
607,Clc1cc(ccc1Cl)c1c(Cl)cccc1Cl,2.94
608,Clc1c(Cl)cccc1c1c(Cl)cccc1Cl,2.48
609,Clc1cc(Cl)c(cc1c1cccc(c1Cl)Cl)Cl,3.78
610,CC(C(=O)Nc1c(C)cccc1C)N,1.08
611,O=C(C(S(=O)(=O)O)c1ccccc1)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0.0792
612,Clc1ccc(cc1)C(=O)NCCc1ccc(cc1)OC(C(=O)O)(C)C,0.301
613,O=C(C(c1ccccc1)O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnc(s1)C,0
614,OC(COc1cccc2c1CC(O)C(C2)O)CNC(C)(C)C,0.964
615,NC(C(=O)O)C1CC(=NO1)Cl,0.996
616,COc1ccc(cc1)C1Sc2ccccc2N(C(=O)C1OC(=O)C)CCN(C)C,0.748
617,Oc1ccc2c(c1)C13CCCCC3(C(C2)N(CC1)CC1CCC1)O,0.681
618,Clc1cc(Cl)c(c(c1c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl)Cl,5.01
619,CN1CCN(CC1)C(=O)OC1c2nccnc2C(=O)N1c1ccc(cn1)Cl,0.716
620,CCOc1ccccc1OCC1COCCN1,0.613
621,OC(COc1cccc2c1CCCC2=O)CNC(C)(C)C,0.778
622,CC(OC(=O)C(Oc1ccc(cc1)C(=O)c1ccc(cc1)Cl)(C)C)C,1.3
623,O=C(C(c1ccc(cc1)O)N)NC1C(=O)N2C1SCC(=C2C(=O)O)C,0.0414
624,OC(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,0.544
625,CCCCCCC(c1cc(O)c2c(c1)OC(C1C2CC(=O)CC1)(C)C)(C)C,0.301
626,Clc1cc2c(cc1Cl)oc1c2cc(Cl)c(c1)Cl,3.64
627,COc1cc(ccc1Nc1c2ccccc2nc2c1cccc2)NS(=O)(=O)C,0.672
628,CCCC1OC2C(O1)(C(=O)CO)C1(C(C2)C2CCC3=CC(=O)C=CC3(C2C(C1)O)C)C,0.447
629,COCCc1ccc(cc1)OCC(CNC(C)C)O,0.556
630,O=C(C(c1ccccc1)NC(=O)N1CCN(C1=O)S(=O)(=O)C)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0.0792
631,O=C(C(c1ccc(cc1)O)N)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1c[nH]nn1,0.0792
632,Clc1cccc(c1)N1CCNCC1,0.672
633,Clc1cc(Cl)c(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,5.37
634,CCOC(=O)C1(CCC=CC1N(C)C)c1ccccc1,0.699
635,COc1cc(NCc2ccc3c(c2C)c(N)nc(n3)N)cc(c1OC)OC,1.23
636,Fc1ccc(cc1)C(c1ccc(cc1)F)N1CCN(CC1)CC=Cc1ccccc1,2.64
637,COC12CCC3(CC1C(C(C)(C)C)(O)C)C14C2Oc2c4c(CC3N(CC1)CC1CC1)ccc2O,0.505
638,Clc1ccc(cc1)c1c(Cl)ccc(c1Cl)Cl,2.94
639,Clc1c(Cl)cccc1c1c(Cl)ccc(c1Cl)Cl,3.61
640,Clc1ccc(c(c1)c1cc(Cl)cc(c1Cl)Cl)Cl,3.61
641,Clc1ccc(c(c1Cl)Cl)c1cccc(c1Cl)Cl,3.25
642,Clc1ccc(c(c1)c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,3.53
643,Clc1c(Cl)cc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl,3.48
644,Clc1cc(Cl)c(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,3.48
645,Clc1cc(Cl)c(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl,4.78
646,Clc1cc(Cl)c(cc1c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,5.13
647,Clc1cc(Cl)c(cc1c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl,4.74
648,Clc1ccc(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,4.88
649,Clc1c(Cl)cc(c(c1Cl)c1ccc(c(c1Cl)Cl)Cl)Cl,4.91
650,Clc1cc(Cl)c(cc1c1cc(Cl)c(c(c1)Cl)Cl)Cl,5.02
651,Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,3.58
652,Clc1cc(Cl)c(c(c1)c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,5.83
653,Clc1c(Cl)cc(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,6.31
654,Clc1cc(Cl)c(cc1c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,5.48
655,Clc1ccc(c(c1Cl)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.14
656,Clc1c(Cl)cc(c(c1Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,5.08
657,Clc1cccc(c1Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,3.48
658,Clc1ccc(c(c1)c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,3.78
659,Clc1ccc(c(c1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,3.53
660,Clc1cc(Cl)c(c(c1)c1c(Cl)ccc(c1Cl)Cl)Cl,3.31
661,Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1,1.03
662,OC(c1cc(nc2c1cccc2C(F)(F)F)C(F)(F)F)C1CCCCN1,2.7
663,c1ccc(cc1)C1(CC1C1=NCCN1)c1ccccc1,0.863
664,CCN1CCCC1CNC(=O)c1cc(c(cc1OC)N)S(=O)(=O)CC,1.08
665,Oc1ccc2c(c1)C1(C)CCCCCC(C2)C1N,0.332
666,OCCN1CCN(CC1)CCC=C1c2ccccc2Sc2c1cc(Cl)cc2,1.3
667,OCC1OC(CC1O)n1cnc2c1NC=NCC2O,0.756
668,NC(c1ccccc1)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)Cl,-0.125
669,CCC12CC(=C)C3C(C1CCC2(O)C#C)CCC1=CCCCC31,1.44
670,C#CC1(O)CCC2C1(CC)CC(=C)C1C2CCC2=CC(=O)CCC12,1.4
671,CCCNCC(COc1ccccc1C(=O)CCc1ccccc1)O,0.322
672,O=C(c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F)NCC1CCCCN1,1.08
673,CCC1(CCCCN(C1)C)c1cccc(c1)O,0.23
674,CCc1cccc2c1oc(c2)C(CNC(C)(C)C)O,0.362
675,CCOC(=O)C=C(C=CC=C(C=Cc1c(C)cc(c(c1C)C)OC)C)C,3.46
676,NCCON=C(c1ccc(cc1)C(F)(F)F)CCCCOC,1.19
677,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,1.68
678,CCCSc1ccc2c(c1)[nH]c(n2)NC(=O)OC,1
679,COc1cc(C)c(c(c1C)C)C=CC(=CC=CC(=CC(=O)O)C)C,1.69
680,C=C1CCC2(C34C1Oc1c4c(CC2N(CC3)CC2CC2)ccc1O)O,0.944
681,Clc1ccccc1CN1CCc2c(C1)ccs2,2
682,Clc1cccc(c1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,3.78
683,O=C(N1CC(=O)N2C(C1)c1ccccc1CC2)C1CCCCC1,0.0607
684,CON=C(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)COC(=O)N)c1ccco1,0.0414
685,Clc1cc2oc3c(c2c(c1Cl)Cl)c(Cl)c(c(c3Cl)Cl)Cl,4.61
686,Clc1ccc(c(c1)Cl)c1cccc(c1)Cl,2.16
687,Clc1cc(Cl)c(c(c1)c1ccccc1)Cl,2.04
688,COc1cc(OC)cc(c1C(=O)CCCN1CCCC1)OC,0.519
689,OC(=O)c1cc(N2CCCC2)c(c(c1)S(=O)(=O)N)Oc1ccccc1,0.114
690,OCc1cc(O)c2c3c1c1c(C)cc(c4c1c1c3c3c(C2=O)c(O)cc(c3c2c1c(C4=O)c(O)cc2O)O)O,1.3
691,CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)N(=O)=O,0.544
692,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)N(=O)=O)C(=O)OCCN(Cc1ccccc1)C)C,0.613
693,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,1.15
694,OCC1OC(OC2C(CO)OC(C(C2O)O)O)C(C(C1OC1OC(C)C(C(C1O)O)NC1C=C(CO)C(C(C1O)O)O)O)O,0.431
695,CC(NC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(c1)C)C,0.708
696,CC(NCC(c1ccc(c(c1)C(=O)N)O)O)CCc1ccc2c(c1)OCO2,1.04
697,Clc1cc(Cl)c(c(c1)Cl)c1c(Cl)cccc1Cl,2.18
698,Clc1cc(Cl)c(c(c1)Cl)c1ccc(c(c1)Cl)Cl,3.01
699,CN(CC=C(c1cccnc1)c1ccc(cc1)Br)C,0.924
700,N#CCSCC(=O)NC1(OC)C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C,0.176
701,CCOC(=O)Nc1ccc(nc1N)NCc1ccc(cc1)F,0.929
702,Clc1cc2c(cc1Cl)oc1c2cc(Cl)c(c1Cl)Cl,4.71
703,Clc1cc2c(cc1Cl)oc1c2c(Cl)c(c(c1)Cl)Cl,4.03
704,Clc1cc2c(c(c1Cl)Cl)oc1c2c(Cl)c(c(c1)Cl)Cl,4.94
705,OC(CNC(C)(C)C)COc1ccc(cc1)NC(=O)NC1CCCCC1,1.04
706,Clc1ccc(cc1Cl)c1cc(Cl)c(c(c1)Cl)Cl,4.17
707,OC(=O)CCCCCCNC1c2ccccc2CCc2c1cccc2,-0.125
708,Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)c(Cl)c(c(c1)Cl)Cl,5.39
709,Brc1cc2c(s1)n1c(CN=C2c2ccccc2Cl)nnc1C,0.681
710,Clc1ccc2c(c1)[nH]c(=O)n2C1CCN(CC1)CCCn1c(=O)[nH]c2c1cccc2,0.875
711,CN1CCCC(CC1)n1nc(Cc2ccc(cc2)Cl)c2c(c1=O)cccc2,1.34
712,OC1C(N)CC(OC1C)OC1CC(O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2)C(=O)C,1.2
713,Brc1cc(Br)c(cc1c1cc(Br)c(cc1Br)Br)Br,4.76
714,CCCCC(CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC)(O)C,-0.301
715,COc1cc(CCNCC(COc2cccc(c2)C)O)ccc1OC,0.279
716,Clc1cc(Cl)c(c(c1)Cl)c1ccc(c(c1Cl)Cl)Cl,3.88
717,Clc1cc(Cl)c(c(c1)Cl)c1cc(Cl)c(c(c1)Cl)Cl,4.94
718,Clc1ccc2c(c1)C(=NCc1n2c(C)nc1)c1ccccc1F,0.491
719,CC(N1CCC(CC1)N(c1ccc(cc1)Cl)C(=O)Cc1ccccc1)C,0.813
720,N#Cc1ccc2c(c1)COC2(CCCN(C)C)c1ccc(cc1)F,1.52
721,FC(C(C(C(S(=O)(=O)O)(F)F)(F)F)(F)F)F,2.8
722,OCC1OC(C(C1O)O)c1scc(n1)C(=O)N,0.771
723,NCC1(CCCCC1)CC(=O)O,0.724
724,Clc1cc(Cl)c(c(c1)c1cccc(c1Cl)Cl)Cl,3.78
725,Clc1ccc(c(c1)c1c(Cl)cc(cc1Cl)Cl)Cl,3.48
726,Clc1cc(Cl)c(c(c1)Cl)c1cc(Cl)c(cc1Cl)Cl,4.48
727,OCC(NC(=O)c1c(I)c(C(=O)NC(CO)CO)c(c(c1I)NC(=O)C(O)C)I)CO,0.322
728,C#CC1(O)C=CC2C1(CC)CCC1C2CCC2=CC(=O)CCC12,1
729,Brc1ccc(c(c1)Br)Oc1cc(Br)c(cc1Br)Br,4.1
730,c1ccc(cc1)c1ccc(cc1)C(n1ccnc1)c1ccccc1,0.176
731,NC(C=C)CCC(=O)O,1.1
732,O=c1[nH]cc(cc1N)c1ccncc1,0.301
733,Clc1cc2c(c(c1Cl)Cl)oc1c2cc(Cl)c(c1Cl)Cl,4.43
734,NCc1ccccc1CC(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1CC(=O)O,0.477
735,O=C(C(c1ccccc1)O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1CS(=O)(=O)O,0.653
736,CCN1CCN(C(=O)C1=O)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C)c1ccccc1,-0.0177
737,CN(CCn1nnnc1SCC1=C(C(=O)O)N2C(SC1)C(C2=O)NC(=O)Cc1csc(n1)N)C,0
738,Fc1ccc(cc1)C1CCNCC1COc1ccc2c(c1)OCO2,1.11
739,SCC(C(=O)N1CCCC1C(=O)O)C,0.301
740,NC(=O)CN1CC(CC1=O)O,0.875
741,NC(=O)CCCNC(=C1C=C(F)C=CC1=O)c1ccc(cc1)Cl,0.602
742,Clc1cc(Cl)c(c(c1)Cl)c1ccccc1Cl,2.08
743,CCN1CCN(C(=O)C1=O)C(=O)NC(c1ccc(cc1)O)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C,0.255
744,CON=C(c1csc(n1)N)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)COC(=O)C,0.0792
745,COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)C1CCCO1,0.954
746,O=C1NC(C(=O)N1c1ccc(c(c1)C(F)(F)F)N(=O)=O)(C)C,1.69
747,OC(COc1ccc(cc1)CCOCC1CC1)CNC(C)C,1.23
748,COC(=O)C1=C(C)NC(=C(C1c1ccccc1N(=O)=O)C(=O)OCC(C)C)C,1.04
749,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,-0.0223
750,CC(COCC(N1CCCC1)CN(c1ccccc1)Cc1ccccc1)C,1.57
751,COC1(NC(=O)C(c2ccc(cc2)O)C(=O)O)C(=O)N2C1OCC(=C2C(=O)O)CSc1nnnn1C,0.462
752,CON=C(c1csc(n1)N)C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C,0.322
753,CON=C(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C)c1csc(n1)N,0
754,OCCNCCNc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1O)NCCNCCO,1.72
755,Clc1ccc(c(c1)Cl)C1(OCC(O1)COc1ccc(cc1)N1CCN(CC1)C(=O)C)Cn1cncc1,0.301
756,CN(Cc1cccc2c1cccc2)CC=Cc1ccccc1,1.78
757,Clc1ccc(c(c1)Cl)c1cc(Cl)c(c(c1)Cl)Cl,4.59
758,Clc1ccc(c(c1)Cl)c1ccc(c(c1Cl)Cl)Cl,3.88
759,COCCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)N(=O)=O)C(=O)OC(C)C)C,0.114
760,CCCN1CC(CSC)CC2C1Cc1c[nH]c3c1c2ccc3,1.43
761,CNC(=CN(=O)=O)NCCSCc1ccc(o1)CN(C)C,0.322
762,OC(COc1ccc(cc1)COCCOC(C)C)CNC(C)C,1
763,COc1ccc(cc1)C(=O)Nc1ccccc1C(CN1CCCCC1)C,0.415
764,Oc1ccc(cc1)C1CNCCc2c1cc(O)c(c2Cl)O,-1.08
765,O=C1CCC2(C(=C1)C1CC1C1C2CCC2(C1C1CC1C12CCC(=O)O1)C)C,1.48
766,Clc1cc2c(c(c1Cl)Cl)oc1c2c(Cl)c(c(c1Cl)Cl)Cl,4.36
767,Clc1ccc(c(c1)Cl)C1(OCC(O1)COc1ccc(cc1)N1CCN(CC1)C(C)C)Cn1cncn1,0.839
768,Clc1ccc(c(c1)Cl)c1c(Cl)cccc1Cl,2.18
769,Clc1ccc(c(c1)Cl)c1c(Cl)ccc(c1Cl)Cl,3.01
770,Clc1cc(Cl)c(c(c1)Cl)c1c(Cl)ccc(c1Cl)Cl,3.01
771,Clc1cccc(c1c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,3.48
772,Clc1ccc(c(c1)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,3.88
773,Clc1ccc(c(c1)c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl,3.48
774,Clc1cccc(c1Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,3.48
775,Clc1cc(Cl)c(c(c1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,5.08
776,CC1CCCC(N1CCCC(c1ccccn1)(c1ccccc1)O)C,0.924
777,NS(=O)(=O)Cc1noc2c1cccc2,1.8
778,CC(c1ccc2c(c1)c(=O)c1c(o2)nc(c(c1)C(=O)O)N)C,0.544
779,N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.845
780,OC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,0.0414
781,CON=C(c1csc(n1)N)C(=O)NC1C2SCC=C(N2C1=O)C(=O)O,0.176
782,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,1
783,COc1ccc(cc1)CCN1CCC(CC1)Nc1nc2c(n1Cc1ccc(cc1)F)cccc2,1.38
784,CCCc1c2oc(cc(=O)c2cc2c1n(CC)c(cc2=O)C(=O)O)C(=O)O,0.519
785,CON=C(c1csc(n1)N)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nc(c(s1)CC(=O)O)C,0.623
786,CCCCN(CCC(c1cc2c(Cl)cc(cc2c2c1ccc(c2)C(F)(F)F)Cl)O)CCCC,2.28
787,Clc1c(Cl)ccc(c1Cl)c1cc(Cl)c(c(c1)Cl)Cl,5.21
788,Clc1ccccc1c1c(Cl)ccc(c1Cl)Cl,2.23
789,Clc1ccc(cc1)c1cc(Cl)c(c(c1)Cl)Cl,3.87
790,Clc1cccc(c1)c1cc(Cl)cc(c1Cl)Cl,2.07
791,Clc1cc(Cl)c(c(c1)c1ccc(c(c1)Cl)Cl)Cl,3.45
792,Clc1ccc(c(c1)c1cc(Cl)c(c(c1)Cl)Cl)Cl,2.44
793,CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCN(CC1)C)c(c2)F,1.04
794,CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F,0.544
795,Clc1cc2c(cc1Cl)oc1c2c(Cl)c(c(c1Cl)Cl)Cl,4.79
796,Oc1ccc(cc1)C(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C)NC(=O)c1c[nH]c(cc1=O)C,0.647
797,COCC1(CCN(CC1)CCn1nnn(c1=O)CC)N(c1ccccc1)C(=O)CC,0.204
798,O=C(c1ccc(cc1)Cl)NCCN1CCOCC1,0.176
799,CCOc1ccccc1OC(c1ccccc1)C1OCCNC1,1
800,COc1ccc(cc1)C(=O)N1CCCC1=O,0.243
801,CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1Cl)Cl)C(=O)OC)C,1
802,CCCCN1CC(O)C(C(C1CO)O)O,0.813
803,COc1ccccc1OCCNCC(COc1cccc2c1c1ccccc1[nH]2)O,0.38
804,COCC(=O)Nc1c(I)c(C(=O)NCC(CO)O)c(c(c1I)C(=O)N(CC(CO)O)C)I,0.415
805,CON=C(c1csc(n1)N)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nc(=O)c(=O)[nH]n1C,0.934
806,Clc1ccc(c(c1)Cl)c1cc(Cl)cc(c1)Cl,3.18
807,Clc1cccc(c1)c1cc(Cl)c(cc1Cl)Cl,2.28
808,Clc1ccc(c(c1c1c(Cl)cccc1Cl)Cl)Cl,2.18
809,Clc1cc(Cl)c(c(c1)c1c(Cl)cccc1Cl)Cl,3.01
810,Clc1c(Cl)ccc(c1Cl)c1c(Cl)cccc1Cl,3.01
811,O=C1CCc2c(N1)ccc(c2)OCCCCc1nnnn1C1CCCCC1,1.08
812,CCn1cc(C(=O)O)c(=O)c2c1nc(N1CCNCC1)c(c2)F,0.708
813,Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2,1.08
814,OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,0.708
815,COc1ccc(cc1)c1nc2c([nH]1)cc(cc2)C1=NNC(=O)CC1C,0.255
816,COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)C1COc2c(O1)cccc2,0.973
817,Clc1cccc(c1)c1ccc(c(c1Cl)Cl)Cl,2.04
818,Clc1ccc(cc1)c1cc(Cl)cc(c1Cl)Cl,3.23
819,Clc1ccc(cc1)c1cc(Cl)c(c(c1Cl)Cl)Cl,4.99
820,Clc1ccc(cc1Cl)c1c(Cl)cc(c(c1Cl)Cl)Cl,4.64
821,Clc1cc(ccc1Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,5.31
822,Clc1cc(Cl)c(c(c1c1cc(Cl)c(c(c1)Cl)Cl)Cl)Cl,5.18
823,Clc1cc(Cl)cc(c1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.22
824,Clc1cc(Cl)c(c(c1)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,4.88
825,CC(NCCCNC(=O)Nc1c(C)cccc1C)C,0.699
826,NC(=NCCCC(C(=O)N1CCC(CC1C(=O)O)C)NS(=O)(=O)c1cccc2c1NCC(C2)C)N,-0.398
827,CCC(C(=O)OC1CC(C)C=C2C1C(CCC(CC(CC(=O)O)O)O)C(C=C2)C)C,0.146
828,CCC(C(=O)OC1CC(C)C=C2C1C(CCC1CC(O)CC(=O)O1)C(C=C2)C)C,0.724
829,OC1C(O)C(OC1n1cnc2c1nc(F)nc2N)COP(=O)(O)O,1.3
830,COC(=O)C1=C(C)NC(=C(C1c1cccc2c1non2)C(=O)OC(C)C)C,0.519
831,N#CCCN1C(=O)C(O)N=C(c2c1ccc(c2)Cl)c1ccccc1F,0.954
832,O=C(c1cnoc1C)Nc1ccc(cc1)C(F)(F)F,2.53
833,C#CC1(CCC2C1(C)CCC1C2CCc2c1ccc(c2)O)OS(=O)(=O)O,0.968
834,CCOC(=O)C(NC(C(=O)N1CCCC1C(=O)O)C)CCc1ccccc1,1.04
835,OC(=O)C(NC(C(=O)N1CCCC1C(=O)O)C)CCc1ccccc1,1.59
836,NC(c1ccccc1)C(=O)NC1C2CCC(=C(N2C1=O)C(=O)O)Cl,0
837,NCCCCC(C(=O)N1CCCC1C(=O)O)NC(C(=O)O)CCc1ccccc1,1.62
838,NC(=Nc1scc(n1)CSCCC(=NS(=O)(=O)N)N)N,0.447
839,Clc1c(Cl)cccc1c1cc(Cl)c(c(c1)Cl)Cl,2.44
840,CC(=O)NCCCS(=O)(=O)O,1.42
841,CSc1ccc(cc1)C(=O)c1[nH]c(=O)[nH]c1C,0
842,N#Cc1cc(c2ccncc2)c([nH]c1=O)C,-0.0969
843,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c2ccc(c1)F,-0.108
844,CC#CCC(C(C=CC1C(O)CC2C1CC(=CCCCC(=O)OCC(=O)c1ccccc1)C2)O)C,-0.244
845,Nc1nc(cs1)C(=NOCC(=O)O)C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C=C,0.505
846,CNC1CCC(c2c1cccc2)c1ccc(c(c1)Cl)Cl,1.41
847,FCCn1cc(C(=O)O)c(=O)c2c1c(F)c(N1CCN(CC1)C)c(c2)F,0.934
848,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc3c2nccc3)Cl)CC1,0.924
849,CCC(C(=O)OC1CC(C)C=C2C1C(CCC1CC(O)CC(=O)O1)C(C=C2)C)(C)C,0.477
850,C1CN=C(N1)C1COc2c(O1)cccc2,0.623
851,CCN1CCCC1CNC(=O)c1c(OC)ccc(c1OC)Br,0.74
852,FCSC(=O)C1(OC(=O)CC)C(C)CC2C1(C)CC(O)C1(C2CC(C2=CC(=O)C=CC12C)F)F,0.778
853,CCCC(=O)N1CCCN(CC1)c1nc(N)c2c(n1)cc(c(c2)OC)OC,0.301
854,CCC(C(=O)OC1CC(O)C=C2C1C(CCC(CC(CC(=O)O)O)O)C(C=C2)C)C,-0.108
855,COC(=O)CCc1ccc(cc1)OCC(CNC(C)C)O,-0.824
856,COc1cc2nc(nc(c2cc1OC)N)N(CCCNC(=O)C1CCCO1)C,0.681
857,C=CCN1CC(CC2C1Cc1c[nH]c3c1c2ccc3)C(=O)N(C(=O)NCC)CCCN(C)C,1.82
858,CCC(NCC(COc1ccccc1C(=O)CCc1ccccc1)O)(C)C,0.176
859,O=C(N(C)C)Oc1cc(cc(c1)OC(=O)N(C)C)C(CNC(C)(C)C)O,0.415
860,OC(COc1ccc(cc1)O)CNCCNC(=O)N1CCOCC1,0.886
861,CCCCCC(CCC1C(O)CC2C1Cc1cccc(c1C2)OCC(=O)O)O,0.477
862,CC(C(=O)N)NC(=O)N(N=O)CCCl,0
863,OC(=O)C(CSCCCCC=C(C(=O)O)NC(=O)C1CC1(C)C)N,-0.0655
864,CON=C(c1csc(n1)N)C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)COC,0.392
865,Cc1ccc(cc1)c1nc2n(c1CC(=O)N(C)C)cc(cc2)C,0.23
866,CC(C(=O)N1CC2=CC=CC=C2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O,0.362
867,CNCCC(c1ccccc1)Oc1ccccc1C,0.716
868,CCc1nn(c(=O)n1CCOc1ccccc1)CCCN1CCN(CC1)c1cccc(c1)Cl,0.0792
869,CCOC(=O)C(NC(C(=O)N1CC2(CC1C(=O)O)SCCS2)C)CCc1ccccc1,1.51
