,smiles,lgHL
870,OC(=O)C(c1ccc(cc1)C(CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O)O)(C)C,1.16
871,OC(=O)COCCN1CCN(CC1)C(c1ccc(cc1)Cl)c1ccccc1,0.919
872,Nc1nnc(c(n1)N)c1cccc(c1Cl)Cl,1.4
873,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.342
874,CC#CC1(O)CCC2C1(C)CC(c1ccc(cc1)N(C)C)C1=C3CCC(=O)C=C3CCC21,1.26
875,Oc1ccc2c(c1)sc(c2C(=O)c1ccc(cc1)OCCN1CCCCC1)c1ccc(cc1)O,1.44
876,CCC(n1ncn(c1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OCC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Cl)C,1.4
877,CCC1(O)CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O,0.826
878,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,0.301
879,NC(=O)c1ncn2c1nnn(c2=O)C,0.176
880,CN1CCN2C(C1)c1ccccc1Cc1c2nccc1,1.18
881,Fc1cc2c(cc1N1CCNCC1)n(cc(c2=O)C(=O)O)C1CC1,0.58
882,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,1.48
883,CCOC(=O)C(NC1CCc2c(N(C1=O)CC(=O)O)cccc2)CCc1ccccc1,1.02
884,CCOC(=O)C(NC(C(=O)N1C2CCCC2CC1C(=O)O)C)CCc1ccccc1,0.477
885,NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(n2)N)C(=O)N1S(=O)(=O)O,0.204
886,CCOC(=O)C(NC(C(=O)N1C2CCCCC2CC1C(=O)O)C)CCc1ccccc1,0.778
887,CC(C1C(=O)N2C1CC(=C2C(=O)O)SC1CCN(C1)C(=N)C)O,-0.0177
888,OCC=CC=CC=CC(CC(C(C=CC1CC=CC(=O)O1)(O)C)OP(=O)(O)O)O,0.176
889,NCCOCC1=C(C(=O)OCC)C(C(=C(N1)C)C(=O)OC)c1ccccc1Cl,1.53
890,CCCCC1OC2OC3C(O)C(NC)C(C(C3OC2(C(=O)C1)O)NC)O,1.04
891,CCN1CC2CN(CC(C1)C2OC(=O)c1ccc(cc1)Cl)C,0.934
892,OCc1cc(ccc1O)C(CNCCCCCCOCCCCc1ccccc1)O,0.74
893,CN1C2CCC1CC(C2)OC(=O)c1c[nH]c2c1cccc2,0.748
894,ClCCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,2.08
895,N#Cc1ccc(cc1C(F)(F)F)NC(=O)C(CS(=O)(=O)c1ccc(cc1)F)(O)C,2.15
896,COc1cc2CCN(Cc2cc1OC)c1cc(N)c2c(n1)cc(c(c2)OC)OC,0.771
897,CN(Cc1cccc2c1cccc2)CC=CC#CC(C)(C)C,1.56
898,CCCN(CCC)CCc1cccc2c1CC(=O)N2,0.778
899,CCC1(O)C(=O)OCc2c1cc1c3nc4cccc(c4cc3Cn1c2=O)N,0.845
900,OC(=O)Cc1cccc(c1N)C(=O)c1ccc(cc1)Br,0.415
901,ON=C(c1csc(n1)N)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)C=C,0.23
902,NCC1CC1(c1ccccc1)C(=O)N(CC)CC,0.903
903,CC=CC1=C(C(=O)O)N2C(SC1)C(C2=O)NC(=O)C(c1ccc(cc1)O)N,0.0792
904,O=C1N(COP(=O)(O)O)C(=O)NC1(c1ccccc1)c1ccccc1,-0.602
905,COc1ccc(cc1)C(C1(O)CCCCC1)CN(C)C,0.699
906,CCC1=C(C)CN(C1=O)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCC(CC1)C,0.998
907,OC(=O)CC(CC(C=Cc1c(c2ccc(cc2)F)c2c(n1C(C)C)cccc2)O)O,-0.155
908,CCC#CCC(C(C#CC1C(O)CC2C1CC(=CCOCC(=O)O)C2)O)C,0.0414
909,CCCC(C(=O)O)NC(C(=O)N1C2CCCCC2CC1C(=O)O)C,1.46
910,OC(=O)C1CC(CN1C(=O)CP(=O)(CCCCc1ccccc1)O)C1CCCC1,0.973
911,CC(C1C2SC(=C(N2C1=O)C(=O)O)SCCOC(=O)N)O,-0.0969
912,CC(C1C(=O)N2C1C(C)C(=C2C(=O)O)SC1CCC(N1)C(=O)N(C)C)O,0
913,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,0.176
914,NS(=O)(=O)OCC12OCC3C(C2OC(O1)(C)C)OC(O3)(C)C,1.32
915,O=C1NC(=O)C(S1)Cc1ccc(cc1)OCC1(C)CCc2c(O1)c(C)c(c(c2C)O)C,1.4
916,CCC1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OC(=O)N1CCC(CC1)N1CCCCC1,0.954
917,CCC(=O)OC(C(C)C)OP(=O)(CC(=O)N1CC(CC1C(=O)O)C1CCCCC1)CCCCc1ccccc1,1.08
918,CCn1cc(C(=O)O)c(=O)c2c1c(F)c(N1CCNC(C1)C)c(c2)F,0.903
919,O=C1C=CC2(C(N1)CCC1C2CCC2(C1CCC2C(=O)NC(C)(C)C)C)C,0.778
920,CC(Cn1cnc2c1c1ccccc1nc2N)C,1.3
921,O=C1C(CCc2c1c1ccccc1n2C)Cn1ccnc1C,0.531
922,Clc1ccc2c(c1)CCc1c(C2=C2CCNCC2)nccc1,1.7
923,CN1CCN(CC1)c1c(F)cc2c3c1OCC(n3cc(c2=O)C(=O)O)C,0.944
924,CCN(CCNC(=O)c1ccc(cc1)NS(=O)(=O)C)CC,0.58
925,CN(Cc1cccc2c1cccc2)Cc1ccc(cc1)C(C)(C)C,2.18
926,CCC(N1CCCC1=O)C(=O)N,0.845
927,O=S(c1nc2c([nH]1)cccc2)Cc1nccc(c1C)OCC(F)(F)F,0
928,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,0.23
929,CCOC(=O)C(NC(C(=O)N1Cc2cc(OC)c(cc2CC1C(=O)O)OC)C)CCc1ccccc1,0
930,CC(=O)OCC(CCn1cnc2c1nc(N)nc2)COC(=O)C,1
931,CCCNC1CCc2c(C1)sc(n2)N,0.903
932,ClCC(=O)C1(O)C(C)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)Cl,0.763
933,CC(C1CCC(CC1)C(=O)NC(C(=O)O)Cc1ccccc1)C,0.176
934,NC1CCN(C1)c1c(F)cc2c(c1Cl)n(cc(c2=O)C(=O)O)C1CC1,0.732
935,CCOc1ccccc1OCCNC(Cc1ccc(c(c1)S(=O)(=O)N)OC)C,0.833
936,Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCCC2,0.505
937,Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCNC1=O,1.86
938,CC(CC(C1(CCC1)c1ccc(cc1)Cl)N(C)C)C,1.15
939,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,0.204
940,CCCC(C(=O)OCC)NC(C(=O)N1C2CCCCC2CC1C(=O)O)C,-0.0458
941,CC1SCC2(O1)CN1CCC2CC1,0.699
942,COC(=O)C1CC2=CC(=O)CCC2(C23C1C1CCC4(C1(C)CC3O2)CCC(=O)O4)C,0.699
943,COc1cc(ccc1Cc1cn(c2c1cc(cc2)NC(=O)OC1CCCC1)C)C(=O)NS(=O)(=O)c1ccccc1C,1
944,O=C1C=CC2(C(=C1)C(=C)CC1C2CCC2(C1CCC2=O)C)C,1.38
945,CC1NCCN(C1)c1cc2n(cc(c(=O)c2cc1F)C(=O)O)c1ccc(cc1F)F,0.903
946,CN1C2CCCC1CC(C2)NC(=O)c1nn(c2c1cccc2)C,0.716
947,CC1NC(C)CN(C1)c1c(F)c(N)c2c(c1F)n(cc(c2=O)C(=O)O)C1CC1,1.3
948,CCc1ccc(nc1)CCOc1ccc(cc1)CC1SC(=O)NC1=O,0.699
949,ON(C(c1cc2c(s1)cccc2)C)C(=O)N,0.398
950,OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2c1cccc2,0.778
951,N#Cc1ccc(cc1)C(n1cncn1)c1ccc(cc1)C#N,1.65
952,COc1c(N2CCNC(C2)C)c(F)cc2c1n(cc(c2=O)C(=O)O)C1CC1,1
953,CNC1CC2OC(C1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3C(NC1=O)O,2.9
954,COC(=O)C(c1ccccc1Cl)N1CCc2c(C1)ccs2,0.903
955,CN(CCC=C1c2cc(ccc2OCc2c1cccc2)CC(=O)O)C,0.477
956,OCC(Cn1ccc(nc1=O)N)OCP(=O)(O)O,0.415
957,COc1cc2c(cc1O)CCNC12CSC2c3c(OC(=O)C)c(C)c4c(c3C(COC1=O)N1C2C2N(C(C1O)Cc1c2c(O)c(c(c1)C)OC)C)OCO4,1.64
958,OC(=O)C1CCCN(C1)CCC=C(c1sccc1C)c1sccc1C,1
959,CN(CCc1ccc(cc1)NS(=O)(=O)C)CCOc1ccc(cc1)NS(=O)(=O)C,0.908
960,O=C1CN2C3CC1CC2CC(C3)OC(=O)c1c[nH]c2c1cccc2,-0.886
961,COCC(=O)OC1(CCN(CCCc2nc3c([nH]2)cccc3)C)CCc2c(C1C(C)C)ccc(c2)F,1.11
962,CON=C(c1csc(n1)N)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)OCOC(=O)C(C)(C)C)C=Cc1scnc1C,0.204
963,COCCCOc1ccnc(c1C)CS(=O)c1nc2c([nH]1)cccc2,0
964,CCOC(=O)c1ccc(nc1)C#Cc1ccc2c(c1)C(C)(C)CCS2,1.26
965,OC(C1CCc2c(O1)ccc(c2)F)CNCC(C1CCc2c(O1)ccc(c2)F)O,1
966,OC(=O)C1=CC2=CCC3C(C2(CC1)C)CCC1(C3CCC1C(=O)NC(C)(C)C)C,1.43
967,CCCCCN(C(=O)C(NC(=O)c1ccc(c(c1)Cl)Cl)CCC(=O)O)CCCOC,0.0792
968,CC1NCCN(C1)c1cc2c(c(c1F)C)c(=O)c(cn2C1CC1)C(=O)O,1.18
969,COc1cc2c(cc1OC)CC(C2=O)CC1CCN(CC1)Cc1ccccc1,1.85
970,CCCN1C(=C(C(=O)ON2CCC(CC2)(c2ccccc2)c2ccccc2)C(C(=C1C)C(=O)OC)c1cccc(c1)N(=O)=O)C,1.34
971,OC(=O)CCSC(c1cccc(c1)C=Cc1ccc2c(n1)cc(cc2)Cl)SCCC(=O)N(C)C,0.362
972,N#CC(c1cc(cc(c1)C(C#N)(C)C)Cn1ncnc1)(C)C,1.7
973,Fc1ccc(c(c1)F)C(C(S(=O)(=O)C)C)(Cn1cncn1)O,1.69
974,OCC1OC(C(C1O)O)n1cnc2c1nc(N)nc2OC,-0.301
975,CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C1CCN(CC1)C,0.82
976,O=C1NC(=O)C(S1)Cc1ccc(cc1)OCCN(c1ccccn1)C,0.591
977,CCCCCCCN(CCCC(c1ccc(cc1)NS(=O)(=O)C)O)CC,0.845
978,OCC1OC(C(C1O)F)n1cnc2c1nc(Cl)nc2N,0.716
979,CCN(C(=O)Oc1cccc(c1)C(N(C)C)C)C,0.146
980,CCC1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN(C)C)O,0.362
981,Cc1ccc(c(c1)C(c1ccccc1)CCN(C(C)C)C(C)C)O,0.38
982,CN(CCCNc1ncc(c2c1c1c([nH]2)ccc2c1ccc(c2)O)C)C,1.28
983,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,1.11
984,Oc1ccc(cc1)CCCCNCC(c1ccc(c(c1)O)O)O,-0.875
985,O=S(CCCC(C(F)(F)F)(F)F)CCCCCCCCCC1Cc2cc(O)ccc2C2C1C1CCC(C1(CC2)C)O,2.98
986,Cc1ccnc2c1[nH]c(=O)c1c(n2C2CC2)nccc1,1.72
987,O=C1CCc2c(N1)cc(cc2)OCCCCN1CCN(CC1)c1cccc(c1Cl)Cl,1.88
988,OC(CCc1ccccc1)CCC1C(O)CC(C1CC=CCCCC(=O)OC(C)C)O,-0.548
989,CCN(C(=O)C(=Cc1cc(O)c(c(c1)N(=O)=O)O)C#N)CC,0.38
990,OC1CC(O)CC(=CC=C2CCCC3(C2CCC3C(C=CC(C(O)(C)C)C)C)C)C1,0.724
991,CN1CCN(CC1)C1=c2cc(sc2=Nc2c(N1)cccc2)C,1.57
992,COC(=O)C1(CCN(CC1)CCC(=O)OC)N(c1ccccc1)C(=O)CC,-0.0969
993,CCCCc1ncc(n1Cc1ccc(cc1)C(=O)O)C=C(C(=O)O)Cc1cccs1,0.322
994,NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(C1)CCc1ccc2c(c1)CCO2,0.556
995,COc1ccc(cc1C(CNC(=O)CN)O)OC,-0.301
996,Oc1ccc(cc1)C(C(N1CCC(CC1)(O)c1ccccc1)C)O,0.568
997,Cc1ccc(cc1)C(=O)c1cc(O)c(c(c1)N(=O)=O)O,0.0414
998,OC(CC(CC(=O)O)O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1,1.15
999,Nc1ccn(c(=O)n1)C1CSC(O1)CO,0.959
1000,CCOc1cc(ccc1C(=O)O)CC(=O)NC(c1ccccc1N1CCCCC1)CC(C)C,-0.0605
1001,O=C1N(CC2c3c1cccc3CCC2)C1CN2CCC1CC2,1.59
1002,CNCCC(c1cccs1)Oc1cccc2c1cccc2,1.08
1003,OCC1C=CC(C1)n1cnc2c1nc(N)nc2NC1CC1,0
1004,CCCCC(C1(O)CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)(F)F,0.0607
1005,CC(Nc1cccnc1N1CCN(CC1)C(=O)c1cc2c([nH]1)ccc(c2)NS(=O)(=O)C)C,0.763
1006,Fc1ccc(c(c1)F)C(C(c1ncncc1F)C)(Cn1cncn1)O,0.748
1007,CCCCC(=O)N(C(C(=O)O)C(C)C)Cc1ccc(cc1)c1ccccc1c1n[nH]nn1,0.978
1008,OCC(C(C1OC(=CC(C1NC(=O)C)N=C(N)N)C(=O)O)O)O,0.23
1009,CN(CCc1c[nH]c2c1cc(CC1COC(=O)N1)cc2)C,0.556
1010,CCOc1nc2c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c(ccc2)C(=O)O,0.954
1011,CCCc1nn(c2c1[nH]c(nc2=O)c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC1)C)C,0.591
1012,N#CC(=NNc1ccc(cc1)C1=NNC(=O)CC1C)C#N,0.0414
1013,O=C(C(C)(C)C)OCOP(=O)(OCOC(=O)C(C)(C)C)COCCn1cnc2c1ncnc2N,0.874
1014,CCCCS(=O)(=O)NC(C(=O)O)Cc1ccc(cc1)OCCCCC1CCNCC1,0.204
1015,COc1ccccc1OCC(CN1CCN(CC1)CC(=O)Nc1c(C)cccc1C)O,0.845
1016,CN1CCCC1Cc1c[nH]c2c1cc(cc2)CCS(=O)(=O)c1ccccc1,0.623
1017,CCCCCNC(=O)c1coc(n1)C1C2CCC(C1Cc1ccccc1CCC(=O)O)O2,1.34
1018,Nc1nc(=O)n(cc1F)C1CSC(O1)CO,1
1019,CN(CCc1c[nH]c2c1cc(cc2)Cn1cncn1)C,0.342
1020,OC(=O)COC1CCN(CC1)C(=O)C(NC(=O)c1ccc(cc1)C(=N)N)Cc1ccc(cc1)O,0.322
1021,Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCCC2O,1.36
1022,CCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)O)cc(cc2C)c1nc2c(n1C)cccc2,1.3
1023,O=C1c2ccccc2S(=O)(=O)N1CCCCNCC1CCc2c(O1)cccc2,0.0792
1024,Cc1cccc(c1C)C(c1cnc[nH]1)C,0.342
1025,CCCCCNC(=N)NN=Cc1c[nH]c2c1cc(OC)cc2,1.04
1026,COCc1c(c2ccc(cc2)F)c(C=CC(CC(CC(=O)O)O)O)c(nc1C(C)C)C(C)C,0.255
1027,Nc1ccn(c(=O)n1)C1COC(O1)CO,1.91
1028,CN1CCC(C(C1)O)c1c(O)cc(c2c1oc(cc2=O)c1ccccc1Cl)O,0.716
1029,O=C1Nc2c(C1)cc(c(c2)Cl)CCN1CCN(CC1)c1nsc2c1cccc2,0.491
1030,NC1C2C1CN(C2)c1nc2c(cc1F)c(=O)c(cn2c1ccc(cc1F)F)C(=O)O,1.04
1031,CC(Cn1cnc2c1ncnc2N)OCP(=O)(O)O,0.763
1032,OCCOc1nc(nc(c1Oc1ccccc1OC)NS(=O)(=O)c1ccc(cc1)C(C)(C)C)c1ncccn1,0.613
1033,NCC(CC(=O)O)CC(C)C,0.778
1034,NCCCCNCCCNC1CCC2(C(C1)CC(C1C2CCC2(C1CCC2C(CCC(C(C)C)OS(=O)(=O)O)C)C)O)C,0.978
1035,ONC(=O)CCCCCCC(=O)Nc1ccccc1,-0.119
1036,CN1CCN(CC1)CCCCN1C(=O)CN(C1=O)N=Cc1ccc(o1)c1ccccc1,1.9
1037,OC(CN1CCN(CC1C(=O)NC(C)(C)C)Cc1cccnc1)CC(C(=O)NC1C(O)Cc2c1cccc2)Cc1ccccc1,0.255
1038,COc1c(N2CC3C(C2)CCCN3)c(F)cc2c1n(cc(c2=O)C(=O)O)C1CC1,0.914
1039,CCCCCCCCCC=CC=CC(=O)NCC(=O)NC1C(OC(C(C1O)O)Nc1ncnc2c1[nH]cn2)C(CO)O,0.114
1040,CCN(c1cccc(c1)c1ccnc2n1ncc2C#N)C(=O)C,0.0414
1041,CN1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C,1.34
1042,N#CC1(CCC(CC1)C(=O)O)c1ccc(c(c1)OC1CCCC1)OC,0.898
1043,Cc1cc2c(cc1C(=C)c1ccc(cc1)C(=O)O)C(C)(C)CCC2(C)C,0.845
1044,O=C(C1NCC(C1)SC1=C(C(=O)O)N2C(C1C)C(C2=O)C(O)C)Nc1cccc(c1)C(=O)O,0.58
1045,CN(CCc1c[nH]c2c1cc(cc2)CS(=O)(=O)N1CCCC1)C,0.531
1046,CCCCCOC(=O)Nc1nc(=O)n(cc1F)C1OC(C(C1O)O)C,-0.125
1047,O=C(CC(C(=O)N(C1CC1)CC(=O)O)NS(=O)(=O)c1ccc2c(c1)cccc2)NCC1CCCN(C1)C(=N)N,0.279
1048,FC(C1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2)(F)F,1.68
1049,CCNC(=O)CCCC=CCC1C(O)CC(C1C=CC(CCc1ccccc1)O)O,-0.125
1050,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,0.602
1051,OC(=O)CNC(=O)C(Cc1ccccc1)CN1CCC(C(C1)C)(C)c1cccc(c1)O,1.13
1052,OCCNCCn1nc2c3c1ccc(c3c(=O)c1c2cncc1)NCCN(C)C,1.65
1053,CC(OC(=O)CCCC=CCC1C(O)CC(C1C=CC(COc1cccc(c1)C(F)(F)F)O)O)C,-0.125
1054,Clc1ccc(cc1)c1c(C)c(nn1c1ccc(cc1Cl)Cl)C(=O)NN1CCCCC1,2.42
1055,CNC1Cc2c(CC1)[nH]c1c2cc(cc1)C(=O)N,1.38
1056,OC(=O)CC1(CSC(c2cccc(c2)C=Cc2ccc3c(n2)cc(cc3)Cl)CCc2ccccc2C(O)(C)C)CC1,0.699
1057,OC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(cc1)C(=N)N)C1CCCCC1,0.204
1058,OC(C(NC(=O)c1cccc(c1C)O)CSc1ccccc1)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,0.628
1059,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1CCOC1)O)C,0.947
1060,O=C1OCC(=C1c1ccccc1)c1ccc(cc1)S(=O)(=O)C,1.23
1061,Oc1ccc(cc1)C1C(CCC(c2ccc(cc2)F)O)C(=O)N1c1ccc(cc1)F,1.34
1062,O=C1C=CC2(C(N1)CCC1C2CCC2(C1CCC2C(=O)Nc1cc(ccc1C(F)(F)F)C(F)(F)F)C)C,2.92
1063,CC(=O)NCC1OC(=O)N(C1)c1ccc(c(c1)F)N1CCOCC1,0.653
1064,CCCC(=O)OCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1Cl)Cl)C(=O)OC)C,-0.523
1065,Cc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)(F)F,1.04
1066,CCC(n1ncn(c1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OCC1COC(C1)(Cn1cncn1)c1ccc(cc1F)F)C(O)C,1.54
1067,O=C1N(C)CC(=O)N2C1Cc1c(C2c2ccc3c(c2)OCO3)[nH]c2c1cccc2,1.24
1068,COCCCOc1cc(ccc1OC)CC(C(C)C)CC(C(CC(C(=O)NCC(C(=O)N)(C)C)C(C)C)O)N,1.38
1069,NCC1CN(CC1=NOC)c1nc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,0.845
1070,NC(=NC(=O)c1cc(c(cc1C)n1cccc1)S(=O)(=O)C)N,0.342
1071,CC(CC(B(O)O)NC(=O)C(NC(=O)c1cnccn1)Cc1ccccc1)C,1.26
1072,OCCOc1nc(nc(c1Oc1ccccc1OC)NS(=O)(=O)c1ccc(cn1)C(C)C)c1ccnc(c1)c1nn[nH]n1,0.58
1073,Cc1onc(c1c1ccc(cc1)S(=O)(=O)N)c1ccccc1,0.978
1074,COCCOc1cc2c(ncnc2cc1OCCOC)Nc1cccc(c1)C#C,1.56
1075,COc1cc2ncnc(c2cc1OCCCN1CCOCC1)Nc1ccc(c(c1)Cl)F,1.43
1076,CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,0.255
1077,COc1ccc(cc1C1(F)C(=O)Nc2c1ccc(c2)C(F)(F)F)Cl,1.57
1078,Brc1cc(Br)c(c(c1)Br)Oc1cc(Br)cc(c1)Br,4.17
1079,O=C1CCC(C(=O)N1)N1Cc2c(C1=O)cccc2N,0.477
1080,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(cc1)C(=NO)N)C1CCCCC1,0.602
1081,Fc1ccc(c(c1)F)C(OP(=O)(O)O)(Cn1cncn1)Cn1cncn1,0.322
1082,CCC(=O)NCCC1CCc2c1c1CCOc1cc2,0.255
1083,COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,0.845
1084,Clc1cnc(c(c1)c1ccc(cc1)S(=O)(=O)C)c1ccc(nc1)C,1.41
1085,NCCCCC(C(=O)N1CCN(CC1)c1ccncc1)NC(=O)C(NC(=O)N1CCC(CC1)N1Cc2ccccc2NC1=O)Cc1cc(Br)c(c(c1)Br)O,0.398
1086,Brc1cc(Br)c(c(c1)Br)Oc1cc(Br)c(cc1Br)Br,4.26
1087,Brc1cc(Br)c(cc1Oc1c(Br)cc(c(c1Br)Br)Br)Br,3.87
1088,Cc1[nH]c2c(n1)c1ccccc1N(CC2)C(=O)c1ccc(cc1)NC(=O)c1ccccc1c1ccccc1,0.826
1089,OC(=O)Cn1c2cc(n3cncc3)c(cc2[nH]c(=O)c1=O)N(=O)=O,-0.108
1090,O=C1NC(CC2OC2(C)CCCC(C(C(C(=O)C(C(C1)O)(C)C)C)O)C)C(=Cc1csc(n1)C)C,1.23
1091,OC(=O)Cc1cc(C)ccc1Nc1c(F)cccc1Cl,0.602
1092,O=C(NC1CCN(C1)C(=O)C1CC(CN1C)SC1=C(C(=O)O)N2C(C1C)C(C2=O)C(O)C)CN=C(N)N,0.23
1093,CCOc1ccc(cc1c1nc(=O)c2n([nH]1)c(CCC)nc2C)S(=O)(=O)N1CCN(CC1)CC,0.653
1094,CC(c1cccc2c1cccc2)NCCCc1cccc(c1)C(F)(F)F,1.54
1095,N1CC2CC(C1)c1c2cc2c(c1)nccn2,1.38
1096,CCOC(C(=O)O)Cc1ccc(cc1)OCCc1ccc(cc1)OS(=O)(=O)C,1.65
1097,CCC1(O)C(=O)OCc2c1cc1c3nc4cc(F)c(c5c4c(c3Cn1c2=O)C(N)CC5)C,0.826
1098,CNC(=O)c1nccc(c1)Oc1ccc(cc1)NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl,1.56
1099,OC(CC(CC(=O)O)O)C=Cc1c(nc(nc1c1ccc(cc1)F)N(S(=O)(=O)C)C)C(C)C,0.301
1100,OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,0.602
1101,O=C(C1CCC(CC1)(F)F)NC(c1ccccc1)CCN1C2CCC1CC(C2)n1c(C)nnc1C(C)C,1.2
1102,NC(Cc1cc(F)c(cc1F)F)CC(=O)N1CCn2c(C1)nnc2C(F)(F)F,1.08
1103,CCN(CCNC(=O)c1c(C)[nH]c(c1C)C=C1C(=O)Nc2c1cc(F)cc2)CC,1.7
1104,NCCCCC(C(=O)NC(Cc1ccccc1)C)N,0
